3.8642e-18,-1.1115e-18,3.0377e-18,1.2791e-19,-1.8138e-19,2.8517e-18
-0.0013496,0.00033556,0.0053792,-0.0057277,-0.001717,-0.0095357
-0.00019565,2.4645e-06,0.001046,0.0009891,0.0001896,-0.00020763
-0.00016955,4.1266e-06,0.00098682,-0.0023243,0.0066073,-0.00024383
4.437e-18,-9.2648e-19,4.0945e-18,-1.2621e-18,1.4318e-19,3.4156e-18
-0.0007222,0.00016827,0.0030601,-0.0036972,-0.0003608,-0.0057052
-0.00092828,-3.4473e-05,0.0048863,-0.0020137,-0.001958,0.0020252
-0.0024907,5.8713e-05,0.014237,0.01244,0.002291,0.00013586
-9.559e-05,3.9147e-06,0.00047833,-0.00041033,-0.00030945,-0.0001825
-0.015452,0.005304,0.042075,-0.062406,-0.030656,-0.10722
-0.0087281,0.0032403,0.010756,-0.019151,-0.01171,0.0092249
-9.2705e-07,-2.2721e-07,3.5233e-06,-7.8981e-07,-1.444e-06,-4.1749e-07
3.9587e-18,2.461e-18,2.3166e-18,7.8813e-20,2.6495e-18,7.5278e-18
-0.0011242,4.3969e-05,0.0058286,0.0016156,0.00173,-2.6886e-05
-0.0080646,0.000169,0.04259,0.036507,0.006476,0.00058021
-1.9481e-18,4.7952e-19,-1.7765e-18,-5.6952e-20,2.117e-20,-1.7459e-18
-0.013194,-0.00050453,0.061617,-0.0048956,-0.009891,0.021565
-0.00076235,7.9126e-05,0.0036563,0.0014234,-0.00012533,0.00018678
-0.0001439,-8.9654e-06,0.0007932,0.00079294,0.00017016,-6.7284e-06
1.0468e-18,-3.3059e-19,9.2214e-19,-1.6191e-19,-5.5849e-21,7.7959e-19
-1.2473e-18,1.5517e-17,1.7989e-18,8.7275e-18,3.458e-18,1.3993e-18
-1.3138e-17,-1.6715e-17,-7.5793e-18,-2.1176e-17,7.9889e-17,-1.9479e-17
-0.00010092,-5.1932e-06,0.00054886,0.00011885,0.00025767,6.2328e-06
-0.012925,-0.00093949,0.056706,-0.046076,-0.019886,0.044849
3.8558e-18,-8.3739e-19,3.0209e-18,-3.1793e-19,1.0999e-19,3.5921e-18
-0.0027384,-0.00070492,0.0079209,-0.012752,-0.0071185,0.017509
-1.8062e-18,8.7728e-18,6.7092e-18,1.4041e-17,-5.5641e-18,-2.1809e-18
-0.0025743,0.0014318,-0.00040463,5.9303e-05,-3.8108e-05,0.00025451
-0.0049262,0.00011409,0.026857,0.010266,-0.0016277,-0.0025988
-6.5887e-18,-1.0055e-18,-6.5385e-18,-3.2183e-18,-3.7622e-19,-8.7565e-18
-9.6508e-05,-2.8117e-05,0.00032959,-0.00059955,2.8979e-05,0.00097485
1.0318e-17,1.9562e-18,8.5013e-18,6.233e-18,-1.0079e-20,1.3734e-17
-0.0036717,4.4908e-05,0.018737,-0.0050905,-0.0056502,-0.0040785
-7.5734e-18,9.7601e-19,-7.0671e-18,-6.3079e-18,6.1332e-19,-9.2941e-18
-0.0033543,-0.0011352,0.010889,-0.0060749,-0.0051633,0.019439
-0.0038571,-0.00083425,0.014246,-0.011249,-0.0079861,0.019813
-0.007039,3.8028e-05,0.040349,-0.10213,0.30715,0.0017439
1.64e-19,-6.3055e-21,1.2862e-19,-2.7803e-20,-7.2559e-21,1.3087e-19
-1.0967e-18,1.7595e-19,-9.2511e-19,1.513e-19,2.6258e-20,-9.1561e-19
6.5139e-18,-2.5673e-18,6.1841e-18,6.7894e-18,-3.407e-18,2.9094e-18
-6.329e-06,-3.8947e-07,3.4332e-05,1.3797e-06,-9.0348e-06,1.7102e-05
-0.0055843,2.7246e-05,0.029227,-0.012255,-0.011006,-0.0066394
1.2556e-17,-1.2086e-17,5.9372e-18,-6.7004e-18,-1.0465e-17,5.7305e-18
-0.00019625,4.4986e-05,0.0007806,0.00040391,0.00015143,-0.00017776
-0.0015676,-6.2144e-05,0.008436,-0.0065492,-0.0011429,0.0063421
-0.00036998,-1.1785e-05,0.0021482,-0.0023759,0.0054756,0.00022955
-1.2472e-19,4.384e-20,-1.1269e-19,1.011e-20,7.6919e-21,-1.0078e-19
-0.00088693,0.00017223,0.0027245,-0.0046307,-0.0027626,-0.0050231
-1.7885e-18,3.6597e-19,-1.4293e-18,1.4435e-19,4.7965e-20,-1.3453e-18
-3.8637e-18,7.6823e-19,-3.3432e-18,5.1177e-20,1.4318e-19,-3.3571e-18
